customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded
ID-006410,0,0,0,1,0.625,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,3,0.67,0.4504,1
ID-006411,0,0,1,1,0.1111,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,1,3,0.6936,0.0823,0
ID-006412,1,0,0,1,0.2222,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0.5745,0.1421,0
ID-006413,0,0,0,0,0.1806,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0.5822,0.1167,0
ID-006414,0,1,1,0,0.1528,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0.9643,0.1482,0
ID-006415,0,1,1,0,0.8889,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,3,0.8268,0.7587,0
ID-006416,0,1,0,0,0.1111,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0.7723,0.0897,0
ID-006417,1,1,0,0,0.9306,1,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0.8874,0.842,0
ID-006418,1,0,1,0,0.4167,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0.4821,0.2339,0
ID-006419,0,0,1,1,0.5139,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.5645,0.3243,0
ID-006420,0,0,0,1,0.9444,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0.0729,0.2025,0
ID-006421,1,0,0,0,0.8889,1,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0.6084,0.5941,0
ID-006422,1,1,0,1,0.5694,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,1,1,0.7286,0.4386,0
ID-006423,0,0,0,1,0.75,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,0.626,0.5125,0
ID-006424,1,1,0,1,0.1667,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.9346,0.1575,0
ID-006425,1,1,1,0,0.0833,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0.2539,0.0307,0
ID-006426,1,0,1,0,0.8194,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,3,0.9016,0.7513,0
ID-006427,1,1,0,0,0.125,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0.8376,0.1078,0
ID-006428,0,0,0,0,0.9444,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0.752,0.7462,0
ID-006429,0,1,0,0,0.5278,0,1,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0.7285,0.4065,0
ID-006430,1,1,0,1,0.2361,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.9334,0.2229,0
ID-006431,0,0,0,1,0.4861,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0.9274,0.4564,0
ID-006432,1,0,0,1,0.6389,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0.8871,0.5779,0
ID-006433,0,1,1,0,0.1528,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0.2516,0.0559,0
ID-006434,1,1,1,1,0.9444,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0.9625,0.9147,0
ID-006435,0,1,0,0,0.0417,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,3,0.3301,0.018,0
ID-006436,0,0,0,0,0.0694,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0.0744,0.015,0
ID-006437,0,0,0,0,0.5139,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,3,0.0585,0.1039,0
ID-006438,1,1,0,0,0.2778,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,2,0.4468,0.1476,0
ID-006439,1,0,1,0,0.7917,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0.9401,0.7517,0
ID-006440,1,0,1,1,0.1389,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,3,0.1093,0.0341,1
ID-006441,0,1,0,1,0.0833,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0.3293,0.036,0
ID-006442,1,0,1,0,0.5833,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,3,0.4537,0.3134,0
ID-006443,0,1,1,0,0.7222,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0.7213,0.5518,1
ID-006444,1,1,0,0,0.5972,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0.2917,0.2388,0
ID-006445,1,0,1,1,0.9306,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0.3446,0.4139,0
ID-006446,0,1,0,0,0.4583,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0.6495,0.3223,1
ID-006447,1,0,0,0,0.2222,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0.4995,0.128,0
ID-006448,0,0,0,1,0.4583,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,0.4154,0.2314,0
ID-006449,0,0,1,1,0.0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0.0949,0.0,0
ID-006450,0,1,1,1,0.7083,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.3087,0.2935,0
ID-006451,0,1,0,0,0.0833,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0.1138,0.0208,1
ID-006452,0,0,0,0,0.1111,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,0.2304,0.0387,0
ID-006453,0,0,0,1,0.2083,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0.4527,0.1118,0
ID-006454,1,0,1,1,0.3333,1,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.5096,0.1949,1
ID-006455,0,1,0,0,0.9861,1,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0.2087,0.3249,0
ID-006456,0,0,0,1,0.0972,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,3,0.871,0.0866,0
ID-006457,1,1,1,1,0.9861,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,0,1,0.6244,0.6725,0
ID-006458,0,0,1,1,0.1944,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.2923,0.0779,0
ID-006459,1,1,0,1,0.0278,0,0,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0.2826,0.0109,0
ID-006460,1,0,1,1,0.875,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1,2,0.5069,0.5095,0
ID-006461,1,1,0,0,0.0139,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,0.362,0.0064,0
ID-006462,1,0,1,1,0.3056,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0.7663,0.2451,0
ID-006463,0,1,1,0,0.875,1,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.0314,0.1569,1
ID-006464,0,0,1,1,0.4722,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.5172,0.2791,0
ID-006465,1,1,1,0,0.0417,1,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,2,0.5201,0.0247,1
ID-006466,0,0,0,0,0.6944,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0.3941,0.338,0
ID-006467,1,0,0,1,0.1944,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,3,0.2303,0.0676,0
ID-006468,0,0,0,1,0.7083,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0.8092,0.594,0
ID-006469,0,0,1,0,0.875,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2,0.5209,0.5199,0
ID-006470,0,1,1,0,0.2917,1,0,0,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0.8742,0.2607,0
ID-006471,1,1,0,0,0.3194,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0.5483,0.1972,0
ID-006472,1,1,0,1,0.5417,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0.9941,0.5391,1
ID-006473,0,1,1,1,0.5278,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,3,0.2409,0.1883,0
ID-006474,0,0,1,0,0.875,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,0.5656,0.5531,0
ID-006475,0,1,0,1,0.9583,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0.1795,0.2921,0
ID-006476,1,0,0,1,0.7222,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,0,2,0.0462,0.1385,0
ID-006477,1,1,0,1,0.2778,1,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0.3266,0.1193,0
ID-006478,1,1,0,0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3,0.8167,0.845,0
ID-006479,1,1,0,0,0.2222,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0.4424,0.1173,0
ID-006480,1,0,1,1,0.5833,1,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0.492,0.3324,0
ID-006481,0,0,0,1,0.5139,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0.5919,0.3363,0
ID-006482,0,1,0,1,0.3056,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0.8025,0.2545,0
ID-006483,0,0,1,0,0.5694,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,2,0.8291,0.4872,0
ID-006484,0,1,1,0,0.1806,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0.9636,0.175,1
ID-006485,0,1,1,1,0.6528,1,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0.4696,0.3595,0
ID-006486,1,0,0,0,0.3472,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,3,0.4254,0.1782,0
ID-006487,1,0,1,1,0.3472,1,0,0,1,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,0.2063,0.1137,1
ID-006488,1,1,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0.8458,0.0,1
ID-006489,0,1,0,0,0.0417,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0.7403,0.0325,1
ID-006490,0,0,1,1,0.3333,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.6454,0.2332,1
ID-006491,1,1,0,1,0.4861,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,3,0.9437,0.4631,0
ID-006492,1,1,0,1,0.0278,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0.3935,0.0135,0
ID-006493,0,1,1,1,0.2361,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0.8241,0.201,0
ID-006494,0,1,1,1,0.5833,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0.3046,0.2397,0
ID-006495,0,0,1,0,1.0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,3,0.0507,0.1956,0
ID-006496,1,1,1,0,0.6944,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3,0.3203,0.2945,0
ID-006497,1,1,0,0,0.3333,1,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,0.2885,0.1324,0
ID-006498,1,0,1,0,0.5139,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.5446,0.3157,0
ID-006499,1,1,1,1,0.9861,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,2,0.6548,0.6979,0
ID-006500,0,0,1,1,0.8889,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0.1349,0.2374,1
ID-006501,0,1,1,1,0.7639,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0.5913,0.4995,0
ID-006502,0,0,1,0,0.6389,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0.6293,0.4383,0
ID-006503,0,1,1,1,0.2917,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0.3128,0.1219,0
ID-006504,0,1,0,1,0.2222,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,3,0.2278,0.0768,0
ID-006505,0,0,1,0,0.8889,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,2,0.3828,0.4241,0
ID-006506,1,1,0,0,0.9722,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.4943,0.5558,0
ID-006507,1,0,1,0,0.3056,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0.1914,0.0962,0
ID-006508,0,0,1,1,0.1667,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,2,0.1766,0.0504,0
ID-006509,1,0,1,1,0.3611,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,3,0.0925,0.0834,0
ID-006510,1,1,1,0,1.0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0.9854,0.988,0
ID-006511,0,0,0,0,0.2083,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0.7531,0.1648,0
ID-006512,0,0,0,1,0.3472,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,1,0.0503,0.0678,0
ID-006513,1,0,1,1,0.2778,1,0,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0.485,0.1566,1
ID-006514,0,1,1,0,0.3611,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,1,0,0.0333,0.0653,0
ID-006515,0,0,0,0,0.3056,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0.8659,0.2709,0
ID-006516,0,1,0,0,0.7917,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0.178,0.2403,0
ID-006517,0,1,1,1,0.0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0.6536,0.0,0
ID-006518,0,1,0,0,0.4306,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,0.3331,0.1873,0
ID-006519,1,0,1,1,0.7361,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0.9243,0.6891,0
ID-006520,1,1,1,1,0.1667,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0.9193,0.1553,0
ID-006521,1,1,1,0,0.5556,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,1,0,0.5944,0.3647,0
ID-006522,1,1,1,1,0.25,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,3,0.8674,0.222,0
ID-006523,1,1,0,0,0.1667,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.7079,0.1255,0
ID-006524,0,1,1,0,0.1667,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0.0156,0.0276,1
ID-006525,0,1,0,1,0.375,1,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,3,0.6722,0.2709,0
ID-006526,1,0,0,0,0.4722,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3,0.2213,0.1607,0
ID-006527,0,1,1,0,0.7778,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.2502,0.2837,0
ID-006528,0,0,0,1,0.7778,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,1,2,0.2446,0.28,0
ID-006529,1,1,1,1,0.1806,1,1,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0.3051,0.0743,1
ID-006530,1,0,0,1,0.8056,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.4229,0.4118,0
ID-006531,1,0,1,1,0.25,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,2,0.2461,0.0903,0
ID-006532,0,0,1,0,0.3194,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0.9267,0.2997,0
ID-006533,0,1,0,0,0.4722,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0.1036,0.1136,0
ID-006534,1,1,1,0,0.6667,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0.433,0.3465,0
ID-006535,1,1,1,0,0.9028,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0.3459,0.4025,0
ID-006536,1,0,0,0,0.7917,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.4814,0.4439,0
ID-006537,1,1,1,0,0.7639,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,0.2086,0.2516,0
ID-006538,1,0,0,0,0.9444,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0.7569,0.7502,0
ID-006539,0,1,1,0,0.0278,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.9503,0.0266,1
ID-006540,0,1,1,1,0.0972,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,0,3,0.8328,0.0835,0
ID-006541,1,0,0,0,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0.0266,0.1752,0
ID-006542,0,1,1,1,0.2778,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0.6204,0.1885,0
ID-006543,1,1,0,0,0.4722,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0.0327,0.0852,0
ID-006544,1,1,1,0,0.3333,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0.2121,0.1108,0
ID-006545,1,0,0,0,0.4444,1,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0.1336,0.1182,0
ID-006546,0,0,1,0,0.5278,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0.7404,0.4118,0
ID-006547,1,0,0,1,0.6667,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,2,0.1464,0.1845,0
ID-006548,1,1,1,1,0.8194,1,0,0,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.6837,0.6,0
ID-006549,1,0,0,0,0.6944,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,3,0.2567,0.2571,0
ID-006550,0,1,0,1,0.9167,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,2,0.5103,0.5364,0
ID-006551,1,1,0,0,0.9167,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.6007,0.6067,0
ID-006552,1,1,0,0,0.6667,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,3,0.3665,0.3089,0
ID-006553,1,1,0,1,0.1528,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.7207,0.1167,1
ID-006554,0,1,1,0,0.9722,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0.2212,0.3307,0
ID-006555,0,0,1,1,0.0833,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0.9555,0.0802,1
ID-006556,1,0,0,1,0.1389,1,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1,2,0.7213,0.1061,0
ID-006557,0,1,1,0,0.4444,1,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.2048,0.145,0
ID-006558,1,1,1,1,0.5972,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,1,0.3109,0.2486,0
ID-006559,0,0,1,0,0.3056,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0.3501,0.1373,1
ID-006560,1,1,1,1,0.3889,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0.0275,0.0684,0
ID-006561,1,0,0,1,0.8889,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0.4587,0.4813,0
ID-006562,0,0,0,1,1.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,3,0.0744,0.2157,0
ID-006563,0,0,1,0,0.7778,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,0.5822,0.5026,0
ID-006564,1,1,1,1,0.4583,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0.2933,0.1839,0
ID-006565,0,1,1,1,0.2917,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6291,0.2001,0
ID-006566,1,1,0,1,0.0556,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,0.6087,0.0371,1
ID-006567,1,1,1,1,0.4028,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0.6324,0.2774,0
ID-006568,1,1,1,0,0.9306,1,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0.0363,0.1707,1
ID-006569,0,0,0,1,0.9306,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3,0.5306,0.5606,0
ID-006570,1,0,1,1,0.4444,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.2392,0.1579,0
ID-006571,1,1,1,1,1.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,1,0.6703,0.7209,0
ID-006572,0,1,0,0,0.1111,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2,1,3,0.3947,0.0541,0
ID-006573,1,0,1,1,0.3333,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,3,0.3937,0.1621,0
