customerID,gender,SeniorCitizen,Partner,Dependent,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-005157,Female,1,No,No,61,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.41,2099.01,No
ID-005158,Male,1,No,No,60,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,43.14,2588.4,No
ID-005159,Male,1,No,No,2,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,86.94,173.88,No
ID-005160,Male,0,Yes,Yes,29,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card,112.77,3270.33,No
ID-005161,Male,0,Yes,No,22,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,102.91,2264.02,No
ID-005162,Female,0,Yes,No,69,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,45.11,3112.59,No
ID-005163,Female,0,Yes,Yes,12,No,No,No,No internet service,Yes,No internet service,No,Yes,No,One year,No,Mailed check,54.21,650.52,No
ID-005164,Female,1,Yes,Yes,61,No,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,27.61,1684.21,No
ID-005165,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,76.02,1292.34,No
ID-005166,Male,0,Yes,No,29,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,70.08,2032.32,No
ID-005167,Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,Yes,Bank transfer,78.66,4483.62,No
ID-005168,Male,1,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,105.35,7163.8,No
ID-005169,Male,0,Yes,Yes,9,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,107.77,969.93,No
ID-005170,Male,0,Yes,Yes,69,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card,88.29,6092.01,No
ID-005171,Male,1,No,Yes,55,No,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,52.17,2869.35,No
ID-005172,Female,1,No,Yes,19,Yes,No,No,No,Yes,No,No,No,No,Two year,Yes,Bank transfer,74.85,1422.15,No
ID-005173,Male,1,No,Yes,29,No,No,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer,18.63,540.27,No
ID-005174,Female,0,No,No,45,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,50.96,2293.2,No
ID-005175,Female,0,No,No,12,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,68.95,827.4,No
ID-005176,Male,0,No,Yes,67,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer,69.14,4632.38,No
ID-005177,Female,0,Yes,Yes,45,No,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,68.44,3079.8,No
ID-005178,Male,0,No,Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,24.19,1741.68,No
ID-005179,Male,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,73.98,2959.2,No
ID-005180,Female,1,No,No,23,No,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,94.98,2184.54,No
ID-005181,Male,0,Yes,No,48,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,93.25,4476.0,No
ID-005182,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,61.35,613.5,No
ID-005183,Male,1,Yes,No,63,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,No,Bank transfer,62.21,3919.23,No
ID-005184,Male,1,No,Yes,63,No,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer,48.51,3056.13,No
ID-005185,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,19.34,425.48,No
ID-005186,Female,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer,80.94,5665.8,No
ID-005187,Female,1,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,56.34,3943.8,No
ID-005188,Female,1,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,90.13,2163.12,No
ID-005189,Female,0,No,No,72,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,112.96,8133.12,No
ID-005190,Female,0,No,No,14,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card,85.03,1190.42,No
ID-005191,Female,0,Yes,Yes,30,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,98.58,2957.4,No
ID-005192,Female,0,No,No,66,No,No,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,116.3,7675.8,No
ID-005193,Male,1,Yes,Yes,44,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Credit card,110.24,4850.56,No
ID-005194,Male,0,Yes,No,56,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,107.1,5997.6,No
ID-005195,Male,1,Yes,No,16,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,113.03,1808.48,No
ID-005196,Female,1,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,43.43,608.02,No
ID-005197,Female,0,No,Yes,19,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,54.02,1026.38,No
ID-005198,Female,0,Yes,No,45,No,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,32.84,1477.8,No
ID-005199,Male,0,No,No,56,No,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,31.01,1736.56,No
ID-005200,Female,0,No,No,14,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,51.74,724.36,No
ID-005201,Male,1,No,No,49,No,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,87.24,4274.76,No
ID-005202,Female,1,No,No,15,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,81.61,1224.15,No
ID-005203,Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,99.4,3081.4,No
ID-005204,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,50.72,1369.44,No
ID-005205,Female,0,No,No,14,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,79.15,1108.1,No
ID-005206,Female,1,Yes,Yes,34,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer,90.79,3086.86,No
ID-005207,Female,1,No,Yes,56,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,50.06,2803.36,No
ID-005208,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card,36.37,981.99,No
ID-005209,Male,1,Yes,Yes,31,No,Yes,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,76.8,2380.8,No
ID-005210,Male,1,No,No,13,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,23.82,309.66,No
ID-005211,Female,1,No,No,45,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,21.99,989.55,No
ID-005212,Female,1,Yes,No,13,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,40.93,532.09,No
ID-005213,Female,0,Yes,No,31,No,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,52.95,1641.45,No
ID-005214,Male,1,Yes,Yes,55,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer,55.03,3026.65,No
ID-005215,Male,1,No,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,110.51,1878.67,No
ID-005216,Female,1,No,No,9,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,37.44,336.96,No
ID-005217,Female,0,No,Yes,9,No,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,29.37,264.33,No
ID-005218,Female,0,No,No,5,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,68.6,343.0,No
ID-005219,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,75.32,301.28,No
ID-005220,Female,1,Yes,Yes,70,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,107.54,7527.8,No
ID-005221,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,33.23,365.53,No
ID-005222,Male,1,Yes,No,13,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,100.09,1301.17,No
ID-005223,Male,1,No,Yes,20,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,91.4,1828.0,No
ID-005224,Female,1,No,No,2,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,21.7,43.4,No
ID-005225,Female,1,Yes,Yes,42,No,Yes,No,No internet service,No,Yes,No,No,No,Two year,Yes,Electronic check,37.23,1563.66,No
ID-005226,Male,0,Yes,Yes,71,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,104.56,7423.76,No
ID-005227,Female,0,No,Yes,21,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,31.53,662.13,No
ID-005228,Male,1,No,No,0,No,No,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card,36.2,0,No
ID-005229,Female,1,No,No,47,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,92.76,4359.72,No
ID-005230,Male,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,84.45,506.7,No
ID-005231,Female,1,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Credit card,47.9,526.9,No
ID-005232,Female,0,No,No,10,No,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer,106.41,1064.1,No
ID-005233,Male,0,Yes,No,54,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,22.04,1190.16,No
ID-005234,Male,1,Yes,No,44,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Bank transfer,39.47,1736.68,No
ID-005235,Male,0,Yes,No,36,Yes,No,No,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card,70.18,2526.48,No
ID-005236,Female,1,No,Yes,4,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,57.61,230.44,No
ID-005237,Female,1,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,31.65,981.15,No
ID-005238,Male,0,No,Yes,5,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,One year,No,Electronic check,50.73,253.65,No
ID-005239,Female,0,No,Yes,35,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,27.68,968.8,No
ID-005240,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Electronic check,23.12,624.24,No
ID-005241,Female,0,No,No,7,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,89.02,623.14,No
ID-005242,Female,0,No,No,50,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,97.28,4864.0,No
ID-005243,Male,0,Yes,Yes,30,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,23.57,707.1,No
ID-005244,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,111.63,5804.76,No
ID-005245,Male,1,No,Yes,12,Yes,No,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,103.5,1242.0,No
ID-005246,Female,1,Yes,Yes,51,No,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,41.65,2124.15,No
ID-005247,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,71.57,2862.8,No
ID-005248,Female,1,No,No,24,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,39.93,958.32,No
ID-005249,Male,0,No,No,23,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card,113.26,2604.98,No
ID-005250,Male,0,No,No,30,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer,38.51,1155.3,No
ID-005251,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,78.74,5590.54,No
ID-005252,Male,0,No,No,71,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,73.57,5223.47,No
ID-005253,Female,0,Yes,No,36,No,No,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer,61.38,2209.68,No
ID-005254,Male,1,No,No,70,No,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,45.55,3188.5,No
ID-005255,Male,0,Yes,Yes,66,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,74.7,4930.2,No
ID-005256,Female,0,No,Yes,69,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.69,7775.61,No
ID-005257,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,45.29,2581.53,No
ID-005258,Male,0,No,No,57,No,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,43.48,2478.36,No
ID-005259,Female,1,Yes,No,32,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,51.52,1648.64,No
ID-005260,Female,0,Yes,No,72,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,18.88,1359.36,No
ID-005261,Male,1,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,31.47,1479.09,No
ID-005262,Male,0,Yes,Yes,10,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,No,Credit card,97.34,973.4,No
ID-005263,Female,0,No,Yes,62,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,81.1,5028.2,No
ID-005264,Male,0,No,Yes,65,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,72.81,4732.65,No
ID-005265,Female,1,Yes,Yes,34,No,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Bank transfer,40.41,1373.94,No
ID-005266,Male,0,Yes,No,52,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,82.11,4269.72,No
ID-005267,Male,0,Yes,No,23,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,113.15,2602.45,No
ID-005268,Female,0,Yes,No,61,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer,104.42,6369.62,No
ID-005269,Female,1,No,Yes,28,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer,20.51,574.28,No
ID-005270,Female,1,No,No,2,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,94.01,188.02,No
ID-005271,Male,1,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,94.99,949.9,No
ID-005272,Female,1,No,Yes,47,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,101.11,4752.17,No
ID-005273,Female,0,Yes,No,20,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,55.36,1107.2,No
ID-005274,Male,0,Yes,No,31,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,42.87,1328.97,No
ID-005275,Male,1,No,Yes,27,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No,One year,Yes,Electronic check,106.2,2867.4,No
ID-005276,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,94.31,943.1,No
ID-005277,Female,1,Yes,Yes,1,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,62.44,62.44,No
ID-005278,Female,0,No,Yes,35,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,104.35,3652.25,No
ID-005279,Female,0,Yes,Yes,50,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,59.09,2954.5,No
ID-005280,Female,0,Yes,Yes,33,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,35.25,1163.25,No
ID-005281,Male,1,No,Yes,3,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,109.34,328.02,No
ID-005282,Female,0,No,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.08,3634.4,No
ID-005283,Female,1,No,Yes,58,No,Yes,No,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,67.15,3894.7,No
ID-005284,Female,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,73.94,665.46,No
ID-005285,Male,1,No,No,36,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,79.92,2877.12,No
ID-005286,Female,0,No,No,48,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.16,1783.68,No
ID-005287,Female,0,No,No,22,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,108.9,2395.8,No
ID-005288,Female,1,No,Yes,48,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card,107.23,5147.04,No
ID-005289,Female,1,No,No,27,No,No phone service,DSL,No internet service,No,Yes,Yes,No,No,One year,Yes,Bank transfer,39.41,1064.07,No
ID-005290,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,49.11,982.2,No
ID-005291,Male,0,Yes,Yes,52,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,56.58,2942.16,No
ID-005292,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,63.84,3638.88,No
ID-005293,Female,1,No,Yes,49,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,29.5,1445.5,No
ID-005294,Male,1,No,No,69,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer,20.59,1420.71,No
ID-005295,Female,0,No,Yes,9,No,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card,35.53,319.77,No
ID-005296,Male,1,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,44.47,1423.04,No
ID-005297,Male,1,No,No,47,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card,44.2,2077.4,No
ID-005298,Male,1,Yes,Yes,4,No,No phone service,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,112.63,450.52,No
ID-005299,Female,1,Yes,Yes,63,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer,55.58,3501.54,No
ID-005300,Female,0,No,Yes,18,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,81.35,1464.3,No
ID-005301,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,37.74,528.36,No
ID-005302,Male,1,Yes,Yes,49,Yes,No,DSL,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Credit card,33.5,1641.5,No
ID-005303,Male,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,66.42,199.26,No
ID-005304,Female,0,No,No,25,No,No phone service,No,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,59.98,1499.5,No
ID-005305,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,83.73,418.65,No
ID-005306,Male,1,Yes,No,51,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,68.71,3504.21,No
ID-005307,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,18.12,126.84,No
ID-005308,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,106.47,3513.51,No
ID-005309,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card,109.56,1424.28,No
ID-005310,Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Credit card,117.14,7145.54,No
ID-005311,Female,0,No,No,22,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,48.02,1056.44,No
ID-005312,Male,1,Yes,Yes,34,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,49.45,1681.3,No
ID-005313,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,84.55,930.05,No
ID-005314,Female,1,No,Yes,47,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,51.46,2418.62,No
ID-005315,Male,1,No,No,43,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Two year,Yes,Credit card,55.3,2377.9,No
ID-005316,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Bank transfer,61.09,3359.95,No
ID-005317,Female,0,No,Yes,64,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,No,Bank transfer,109.99,7039.36,No
ID-005318,Male,0,Yes,No,4,Yes,Yes,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,53.8,215.2,No
ID-005319,Male,1,No,No,30,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.28,2078.4,No
ID-005320,Female,0,Yes,No,70,Yes,No,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,68.06,4764.2,No
ID-005321,Female,1,No,No,24,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,89.48,2147.52,No
ID-005322,Male,1,No,No,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,102.53,615.18,No
ID-005323,Female,0,No,No,5,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer,42.12,210.6,No
ID-005324,Male,1,Yes,Yes,16,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,49.4,790.4,No
ID-005325,Female,0,No,No,44,No,No,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Mailed check,50.18,2207.92,No
ID-005326,Male,1,Yes,Yes,61,No,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Electronic check,102.28,6239.08,No
ID-005327,Female,1,No,Yes,53,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.89,2962.17,No
ID-005328,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,28.78,1755.58,No
ID-005329,Male,0,Yes,Yes,29,No,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,102.96,2985.84,No
ID-005330,Female,0,Yes,Yes,27,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,35.04,946.08,No
ID-005331,Male,0,Yes,No,43,No,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,39.1,1681.3,No
ID-005332,Female,0,Yes,No,6,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,92.78,556.68,No
ID-005333,Female,1,Yes,No,63,No,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,107.67,6783.21,No
ID-005334,Male,0,Yes,No,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,54.51,2725.5,No
ID-005335,Male,1,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,93.57,5801.34,No
ID-005336,Male,1,Yes,No,31,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,109.38,3390.78,No
